Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
Mary Wheeler,F,Raw,49.5,68.13,97.5,122.5,70.0
Pierre Blanchard,M,Wraps,39.0,119.29,207.5,262.5,165.0
Zoe Raymond,F,Wraps,23.0,73.6,165.0,160.0,75.0
Stephanie Scoville,F,Raw,25.5,62.8,147.5,172.5,82.5
Kristen Morgan,F,Raw,20.0,59.96,-95.0,112.5,60.0
Sam Fletcher,M,Wraps,22.0,84.73,157.5,200.0,115.0
Ronald A. Sims,M,Wraps,41.0,98.43,170.0,270.0,127.5
Sara Wussow,F,Raw,34.0,64.9,87.5,95.0,52.5
Fred Clary,M,Multi-ply,48.0,132.81,330.0,285.0,185.0
Matthew Swanson,M,Raw,38.5,103.5,255.0,305.0,167.5
Bert Ruiz,M,Raw,21.0,91.4,155.0,230.0,112.5
Robin Miller,F,Raw,48.0,59.87,75.0,127.5,67.5
Keith Miller,M,Raw,21.5,92.3,220.5,257.5,130.0
Missy Calkins,F,Raw,32.0,60.0,120.0,142.5,65.0
Sophie Guihomat,F,Single-ply,35.5,50.7,152.5,150.0,80.0
Victoria Reyna,F,Raw,20.5,89.1,125.0,137.5,62.5
Ruslana Krasnova,F,Single-ply,15.5,65.7,175.0,160.0,107.5
Sarah Barr,F,Single-ply,18.0,70.65,95.0,115.0,65.0
Jessica Palomino,F,Raw,30.0,59.7,92.5,100.0,52.5
Michael Carter,M,Raw,34.0,195.5,352.5,320.0,215.0
Rose Huynh,F,Single-ply,15.5,47.4,50.0,60.0,25.0
Kamuela Wassman,M,Single-ply,26.0,123.92,260.0,295.0,210.0
Richard Parsons,M,Raw,22.0,104.6,245.0,270.0,167.5
Amy Mackenzie,F,Wraps,19.0,96.6,140.0,130.0,72.5
Doug Groskopf,M,Raw,54.0,89.5,205.0,245.0,130.0
Daniel Jasso,M,Raw,38.5,114.5,145.0,192.5,102.5
Chris Thompson,M,Single-ply,41.0,152.86,238.14,238.14,204.12
Emily Merritt,F,Wraps,28.0,75.0,163.29,147.42,83.91
Emilio Paez,M,Raw,,109.59,260.0,272.5,185.0
Stephen Signorelli,M,Raw,20.5,81.2,195.0,185.0,117.5
Chris Hewitt,M,Raw,25.0,87.0,187.5,205.0,120.0
Joe Bernazzani,M,Single-ply,61.0,99.34,210.0,207.5,182.5
Phillip Pease,M,Multi-ply,27.0,59.6,207.5,165.0,132.5
Dmitry Lihanov,M,Raw,33.5,103.35,310.0,315.0,212.5
Matthew Saner,M,Raw,27.0,107.86,202.5,242.5,152.5
Collin Johnson,M,Raw,17.5,95.4,142.5,185.0,95.0
Carter Welch,M,Raw,16.5,114.8,197.5,230.0,130.0
Calvin Seith,M,Raw,29.0,89.5,205.0,212.5,137.5
Jenny Tran,F,Raw,22.5,46.75,121.0,125.0,60.0
Al Diaz,M,Raw,28.0,81.6,182.5,197.5,120.0
Ciara Harmon,F,Wraps,13.0,51.8,95.0,95.0,50.0
Eli Rinaldo,M,Raw,26.0,92.35,217.5,240.0,135.0
Drew Thompson,M,Raw,28.5,82.11,245.0,260.0,192.5
Michael Clarke,M,Raw,34.0,99.3,182.5,227.5,122.5
Tomáš Kopečný,M,Wraps,16.0,89.45,170.0,190.0,92.5
David Austin,M,Raw,69.5,58.5,45.0,95.0,45.0
Kim Townsel,F,Wraps,56.0,51.4,57.5,82.5,37.5
Harvey Davis,M,Raw,29.5,61.2,175.0,197.5,105.0
Ashley Bleggi,F,Raw,21.0,74.0,100.0,127.5,57.5
Bethany Parker,F,Raw,17.5,82.48,180.0,190.0,110.0
Alec Fleming,M,Raw,21.0,108.1,237.5,242.5,152.5
Heidi Myer,F,Raw,25.5,62.3,81.7,111.1,54.4
Thomas Monroe,M,Raw,64.5,133.2,110.0,185.0,70.0
Misty McIntosh,F,Raw,37.5,87.2,75.0,115.0,60.0
Robert Friedman,M,Wraps,27.0,89.45,200.0,227.5,135.0
Jared Shields,M,Raw,19.5,123.5,282.5,285.0,167.5
Lawrence Dy,M,Raw,23.0,74.0,147.5,190.0,102.5
Michael Megler,M,Single-ply,17.0,70.4,190.0,232.5,122.5
Lynn Oku,F,Raw,41.5,67.7,107.5,112.5,50.0
Matthew Covell,M,Raw,28.0,81.74,197.5,250.0,125.0
Jeffrey Hoffman II,M,Raw,29.0,81.4,195.0,220.0,147.5
Olga Ryzhikova,F,Wraps,42.0,53.0,105.0,130.0,60.0
Andy Mori,M,Raw,25.0,71.4,142.5,177.5,125.0
Charles Tseng,M,Raw,40.0,97.6,165.0,240.0,130.0
Jake Maguire,M,Wraps,26.0,90.0,260.0,240.0,170.0
Aura Morris,F,Single-ply,36.0,88.5,187.5,155.0,135.0
Sean Simpson,M,Raw,24.0,90.13,200.0,272.5,157.5
Tim Hoffman,M,Raw,35.0,107.2,257.5,292.5,177.5
Justin Kalkin,M,Raw,18.0,88.7,217.5,242.5,135.0
Hailey Harber,F,Raw,26.0,59.3,97.5,112.5,45.0
Kalil Zaky,M,Raw,25.5,92.35,242.5,320.0,170.0
Evan McCloy,M,Raw,28.5,87.25,200.0,210.0,147.5
Carter Schlee,M,Raw,18.5,80.8,165.0,217.5,122.5
Nam Do,M,Raw,27.0,73.75,220.0,272.5,182.5
Mike Antich,M,Raw,24.0,97.1,167.5,217.5,105.0
Anna Mikryukova,F,Single-ply,16.5,56.35,140.0,142.5,95.0
Nerisa Lopez,F,Raw,28.0,61.5,100.0,132.5,60.0
Bari Dar,M,Raw,23.5,128.1,192.5,227.5,125.0
Alex Bakhirev,M,Single-ply,30.0,75.3,270.0,302.5,220.0
Clayton Miller,M,Raw,20.5,74.2,175.0,205.0,105.0
Exson Rodriguez,M,Raw,37.0,123.2,317.5,322.5,212.5
Mikko Aulapalo,M,Raw,17.5,73.39,195.0,215.0,105.0
Suzy Maddox,F,Single-ply,43.0,79.58,140.0,142.5,87.5
Botond Szujo,M,Raw,19.5,82.51,210.0,210.0,120.0
Bryan Peralta,M,Raw,22.0,82.4,215.0,265.0,153.0
Jeanine Rashed,F,Raw,20.5,51.5,57.5,80.0,37.5
John Lee,M,Raw,39.0,89.99,230.0,265.0,155.0
Josh Karabetsos,M,Raw,30.0,88.36,155.0,172.5,115.0
David Bertier,M,Single-ply,53.0,81.56,192.5,230.0,112.5
Randall Harris,M,Single-ply,31.5,162.02,385.0,365.0,287.5
Riccardo Miguel Duldulao,M,Raw,21.5,71.9,172.5,235.0,137.5
Huy Vo,M,Raw,21.5,76.4,167.5,197.5,142.5
Anastasia Kokkas,F,Raw,21.0,138.8,176.0,182.5,90.0
Tonya Miller,F,Raw,44.0,52.4,92.5,120.0,47.5
Matt Aranda,M,Raw,34.0,89.3,180.0,185.0,127.5
Kevin Sosa,M,Raw,21.0,105.37,160.0,205.0,115.0
Steve Acosta,M,Wraps,33.0,74.66,215.0,240.0,137.5
Nicholas Cruz,M,Raw,24.0,81.8,202.5,242.5,162.5
Jacky Chan,M,Raw,21.0,62.2,125.0,190.0,90.0
Egor Kravtsov,M,Raw,23.5,109.0,215.0,250.0,165.0
Delaina Roul,F,Raw,21.5,46.1,87.5,117.5,42.5
Manuel Torres,M,Wraps,23.0,97.85,255.0,247.5,140.0
Jessica Zilm,F,Raw,38.5,80.6,130.0,147.5,92.5
Dan Martin,M,Single-ply,72.0,79.56,125.0,142.5,77.5
Andrew-Paul Ciantar,M,Raw,22.5,82.35,200.0,280.0,117.5
Julia Shropshire,F,Raw,22.5,81.46,187.5,205.0,92.5
Steven Diep,M,Raw,20.0,51.5,123.0,147.5,90.0
Marc Adlam,M,Raw,43.0,91.2,125.0,182.5,90.0
Evan McDaniel,M,Single-ply,26.0,121.47,270.0,280.0,207.5
Drew Casey,M,Single-ply,18.0,81.01,152.5,190.0,90.0
Erin Carpenter,F,Single-ply,21.0,57.15,70.0,92.5,52.5
Alex Maas,M,Wraps,25.0,108.32,242.5,255.0,157.5
Matt Coughlin,M,Wraps,41.0,95.93,282.5,295.0,160.0
Zack Warrick,M,Wraps,26.0,108.6,242.5,282.5,167.5
Tomas Harsany,M,Single-ply,32.5,104.65,350.0,342.5,230.0
Rachel Hoffman,F,Raw,25.5,103.0,85.0,122.5,55.0
Nick Lilly,M,Wraps,20.0,80.65,163.29,215.46,117.93
Michael Garcia,M,Raw,33.5,114.7,227.5,232.5,135.0
Jared Evans,M,Wraps,35.0,74.9,187.5,200.0,100.0
Kazimierz Forys,M,Raw,70.5,91.06,174.0,232.5,136.0
Joshua Whybrow,M,Raw,27.5,89.59,125.0,165.0,80.0
Mark Campise,M,Wraps,27.0,78.02,242.5,244.99,170.01
John Mitcham,M,Wraps,29.0,89.8,230.0,285.0,160.0
Malinda Gustafson,F,Raw,34.0,74.48,115.0,162.5,75.0
Matt Levine,M,Wraps,24.0,89.58,272.5,255.0,165.0
Marcus Sannadan,M,Wraps,23.0,123.83,290.0,292.5,197.5
Phat Diep,M,Raw,22.0,82.1,215.0,237.5,155.0
Micah Marino,M,Single-ply,21.0,82.19,300.0,305.0,217.5
Brandon Escobedo,M,Wraps,23.0,119.2,312.5,307.5,210.0
Miia Liimatainen,F,Single-ply,25.5,50.79,182.5,155.0,80.0
David Lyons,M,Raw,24.5,82.2,227.5,247.5,177.5
Lyndall Vile,F,Wraps,24.0,78.9,210.0,215.0,105.0
Laurie Smith,F,Wraps,44.0,67.4,170.0,172.5,92.5
Regina White,F,Single-ply,41.5,92.5,192.5,182.5,105.0
Robert Mondello,M,Raw,20.5,77.7,110.0,127.5,77.5
Bob Yamasaki,M,Raw,59.0,74.5,185.0,220.0,115.0
Brian Ceasar,M,Raw,19.5,72.8,82.5,122.5,72.5
Mike Kaplan,M,Raw,55.0,78.83,150.0,195.0,105.0
Maria Rodriguez,F,Raw,26.5,56.72,137.5,132.5,72.5
Red Wiard,F,Raw,30.5,82.8,140.0,160.0,85.0
Jon Alvarez,M,Raw,26.0,120.7,237.5,280.0,185.0
Ty Gregg,M,Wraps,23.0,90.0,187.5,230.0,112.5
Noel Arevalo,F,Raw,24.0,65.4,130.0,150.0,62.5
Tony Vuong,M,Raw,18.5,58.7,162.5,200.0,100.0
Jamar Timothy,M,Single-ply,14.5,106.5,85.0,147.5,75.0
John Kelley,M,Wraps,37.0,107.3,250.0,230.0,205.0
Wyatt Medcoff,M,Raw,14.5,64.5,97.5,102.5,62.5
Victoria Traugot,F,Wraps,48.0,69.4,150.0,157.5,92.5
Nadine Tey,F,Raw,21.5,64.5,87.5,100.0,50.0
Jasen Hinkel,M,Raw,18.0,46.56,165.0,95.0,97.5
Jacklyn Trevis,F,Wraps,28.0,120.2,65.0,105.0,52.5
Anthony Ma,M,Raw,21.0,64.85,157.5,170.0,97.5
Donna Truax,F,Raw,50.5,64.64,112.5,157.5,70.0
Christian Williams,M,Raw,18.0,66.6,200.0,247.5,112.5
Gallia Porter,F,Raw,26.0,65.5,107.5,125.0,57.6
Dillon Hughes,M,Wraps,22.0,89.36,272.5,272.5,157.5
Hamish Ramsay,M,Raw,22.5,65.6,157.5,200.0,100.0
Karina Gonzalez,F,Raw,27.0,49.75,60.0,95.0,37.5
Matthew Arremony,M,Raw,19.5,58.94,187.5,242.5,120.0
Jessica Valdez,F,Wraps,27.0,51.3,92.5,105.0,52.5
Isabelle Soto,F,Raw,18.5,45.7,50.0,60.0,32.5
Charles Brennan,M,Raw,26.5,59.0,167.5,200.0,127.5
Taylor Sulik,M,Raw,21.5,105.3,140.0,200.0,137.5
Ethan Rangel,M,Raw,18.5,72.4,155.0,190.0,87.5
Zak Reneau,M,Raw,25.0,79.83,167.5,207.5,97.5
Daniel Keil,M,Raw,24.5,81.3,182.5,237.5,125.0
Theo Ketty,M,Raw,25.0,76.0,130.0,180.0,90.0
Nick Novielli,M,Raw,27.5,113.1,205.0,230.0,130.0
Brandon Gregrow,M,Raw,27.0,89.6,200.0,230.0,155.0
Kim Stevenson,F,Raw,32.5,66.55,125.0,135.0,85.0
Emma Jarman,F,Wraps,30.0,79.9,170.0,192.5,92.5
Stihl Chalmers,M,Multi-ply,16.0,66.4,200.0,195.0,102.5
Leith Waithe,M,Raw,24.5,81.8,187.5,240.0,127.5
Istvan Standinger,M,Raw,64.5,109.81,175.0,230.0,120.0
Alexey Zotov,M,Wraps,20.5,86.0,190.0,200.0,130.0
Ricky Hayes,M,Raw,29.5,117.8,272.5,275.0,125.0
Robbie Capriles,M,Raw,22.0,86.4,172.5,210.0,105.0
Drew Diedrich,M,Raw,22.5,85.3,185.0,227.5,132.5
Amber Reagan,F,Raw,27.5,71.6,125.0,137.5,60.0
Alice Lee,F,Raw,20.5,71.5,152.5,160.0,60.0
Nicole Clark,F,Wraps,40.0,111.9,177.5,215.0,85.0
Garrett Duckworth,M,Raw,21.0,121.15,220.0,242.5,140.0
Jacob Hunt,M,Raw,17.0,87.27,156.49,192.78,97.52
Stephanie Sue,F,Raw,25.0,65.9,132.5,130.0,60.0
Noah Walden,M,Wraps,22.0,88.2,175.0,212.5,122.5
Leda Emmons,F,Raw,28.0,52.0,92.5,107.5,47.5
Collin Greene,M,Wraps,26.0,128.37,227.5,272.5,182.5
Traviz Cabatingan,F,Raw,29.0,78.7,112.5,157.5,80.0
Erica Rodriguez,F,Raw,30.0,73.75,117.5,142.5,60.0
Liam McDonald,M,Raw,22.0,99.4,270.0,340.5,25.0
Andrew LeMay,M,Raw,22.5,99.7,247.5,287.5,170.0
Julian De Jesus,M,Raw,27.5,97.5,190.0,210.0,142.5
Peter Yip,M,Raw,20.5,65.6,187.5,202.5,105.0
Joe Norman,M,Single-ply,46.0,99.8,390.0,277.5,227.5
Yaraslau Ivaniuk,M,Raw,39.0,89.5,210.0,210.0,140.0
James Mooney,M,Raw,30.0,109.5,192.5,262.5,150.0
Liang Zhang,M,Raw,22.5,83.79,172.5,175.0,110.0
Andrew Corlett,M,Wraps,32.0,89.13,262.5,277.5,155.0
Michael Megler,M,Raw,16.0,74.03,175.0,210.0,110.0
Samuel Reihana,M,Raw,22.5,103.55,222.5,272.5,155.0
Erik Olmos,M,Raw,24.0,81.0,187.5,195.0,137.5
Tyler Cierski,M,Raw,24.5,118.5,317.5,300.0,150.0
Elizabeth Malovey,F,Raw,38.5,95.5,125.0,135.0,72.5
Austin Skeens,M,Raw,20.0,81.8,205.0,225.0,140.0
David Risotto,M,Raw,59.0,107.2,165.0,200.0,137.5
Oleg Prygunov,M,Wraps,27.0,80.4,210.0,225.0,145.0
Scott Wilson,M,Raw,55.0,79.2,105.0,132.5,95.0
Ivan Bercian,M,Wraps,30.0,64.6,155.0,150.0,90.0
Anthony Sberna,M,Wraps,19.0,115.48,182.5,232.5,150.0
Ryan Hughes,M,Raw,33.0,72.7,157.5,215.0,105.0
Ian Harris,M,Raw,23.5,81.4,170.0,177.5,115.0
Marie-Line Durand,F,Raw,51.5,59.85,85.0,112.5,42.5
Andre Colen,M,Raw,16.5,98.4,192.5,252.5,127.5
Stewart Heniford,M,Wraps,36.0,106.64,147.42,204.12,102.06
Greg Simpson,M,Raw,46.0,120.1,220.0,250.0,165.0
Callahan Brian,M,Single-ply,52.5,104.9,275.0,260.0,180.0
Isaac Boling,M,Single-ply,22.0,97.5,272.5,250.0,182.5
Robert Hill,M,Raw,33.5,112.76,222.5,240.0,160.0
Derek Harshman,M,Wraps,29.0,95.7,262.5,260.0,177.5
Jerica Bornstein,F,Raw,23.5,69.5,97.5,122.5,47.5
Kelsey Jordan,F,Raw,19.5,59.65,115.0,152.5,60.0
Kyle Planeaux,M,Single-ply,24.0,87.77,225.0,240.0,135.0
Wendy Munoz,F,Raw,27.0,66.6,118.0,137.5,55.0
Lian Hoffman,F,Raw,26.0,75.0,157.5,197.5,90.0
Jeremy Wong,M,Raw,26.0,61.55,110.0,142.5,80.0
Patrick Beaupuits,M,Raw,57.5,65.6,152.5,175.0,82.5
Gabe Rosen,M,Raw,30.0,78.11,187.5,205.0,110.0
David Elmore,M,Raw,24.0,123.2,320.0,295.0,205.0
Megan Auletta,F,Raw,22.5,81.5,150.0,182.5,82.5
Lawrence Mangaoang,M,Raw,20.5,91.1,155.0,197.5,107.5
David Bialski,M,Raw,42.0,121.6,205.0,275.0,132.5
Priscilla Ribic,F,Single-ply,44.5,71.3,237.5,245.0,160.5
Jasmine Martin,F,Single-ply,22.5,46.2,140.0,145.0,60.0
Mark Brazier,M,Raw,39.5,91.0,215.0,235.0,127.5
Jeff Belanger,M,Raw,15.0,100.0,174.63,192.78,99.79
Demi Davis,F,Single-ply,16.0,59.1,87.5,130.0,50.0
Daniel Clanton,M,Raw,26.5,85.3,170.0,230.0,115.0
Brandon Vedella,M,Wraps,14.0,69.2,140.0,135.0,70.0
Kailynn Sisco,F,Wraps,19.0,50.1,55.0,90.0,40.0
Claire Sparrowgrove,F,Raw,16.0,67.8,77.5,92.5,35.0
Remington Paris,M,Raw,19.5,65.9,175.0,202.5,105.0
Dawn Dominguez,F,Raw,45.0,72.1,125.0,150.0,65.0
Rex Wesselmen,M,Wraps,22.0,80.83,190.51,206.38,117.93
Garrett Denham,M,Raw,33.0,166.7,335.0,320.0,217.5
James Cabajar,M,Raw,20.0,66.1,190.0,242.5,122.5
Brad Veres,M,Raw,31.0,106.9,217.5,280.0,140.0
Gerald Phillips,M,Raw,25.0,106.59,227.5,235.0,135.0
Karen Dickson,F,Raw,36.5,102.1,137.5,142.5,72.5
Derek Bramley,M,Wraps,26.0,94.0,237.5,242.5,152.5
Wim Elyn,M,Single-ply,36.5,59.3,252.5,237.5,150.0
Wilhem Guido,M,Single-ply,40.5,58.76,200.0,220.0,130.0
Bella Ordaz,F,Wraps,26.0,80.29,87.5,110.0,52.5
Yevhenii Kasyanchuk,M,Raw,17.5,73.13,177.5,200.0,145.0
Peter La,M,Raw,22.0,87.4,212.5,257.5,167.5
Miranda Koehnke,F,Raw,15.5,73.9,122.5,137.5,62.5
Octavio Navarro,M,Raw,38.0,99.34,192.5,217.5,150.0
Tucker Thompson,M,Raw,13.5,45.49,97.5,109.0,58.0
Ryan Reid,M,Wraps,35.0,89.09,219.99,249.48,151.95
Daniel Camacho,M,Raw,20.0,81.65,222.5,227.5,157.5
Sturgis Steele,M,Wraps,33.0,118.57,205.0,160.0,110.0
Alex Tavares,M,Raw,26.5,82.2,150.0,202.5,102.5
Jimmy Johnson,M,Raw,30.5,105.0,192.5,212.5,127.5
Sune Bak,M,Single-ply,40.5,104.46,330.0,307.5,252.5
Mason Cabney,M,Raw,18.5,72.97,247.5,280.5,140.0
Sonja-Stefanie Krueger,F,Single-ply,17.5,66.68,230.0,180.0,147.0
Edward Weir,M,Raw,46.5,88.0,175.0,175.0,147.5
Coline Sirman,F,Raw,26.5,46.8,90.0,120.0,62.5
Eloy Martinez,M,Wraps,34.0,98.9,247.5,242.5,160.0
Blake Leisner,M,Raw,46.5,113.8,165.0,170.0,120.0
Ben Shattuck,M,Wraps,27.0,65.95,140.0,155.0,95.0
Jonathan Posey,M,Raw,24.0,81.8,202.5,272.5,145.0
Nicholas Hicks,M,Raw,17.5,81.8,182.5,230.0,122.5
Kelly Lenahan,F,Raw,27.5,70.23,150.0,185.0,80.0
Jay Lacambra,M,Raw,26.0,98.2,190.0,232.5,110.0
Randy Monson,M,Wraps,32.0,107.5,215.0,247.5,135.0
Alexander Meman,M,Raw,20.5,137.4,220.0,250.0,140.0
Ana Sampedro,F,Raw,18.0,65.2,110.0,127.5,57.5
Szymon Glowienke,M,Raw,17.5,80.98,216.5,230.0,142.5
Jason Bua,M,Raw,34.5,94.06,177.5,207.5,137.5
Inna Filimonova,F,Raw,38.5,56.54,172.5,190.0,85.0
Ken Foreman,M,Wraps,,88.5,229.06,233.6,136.08
Eric Kupperstein,M,Single-ply,50.5,58.67,253.0,252.5,105.0
Jacob Pavey,M,Raw,35.0,88.0,237.5,220.0,167.5
Sophia Wilson,F,Raw,24.0,50.9,100.0,117.5,45.0
Brittaney Habhab,F,Wraps,29.0,73.1,102.5,127.5,50.0
Jassa Gunn,F,Wraps,18.0,75.52,127.5,160.0,60.0
John Paluszek,M,Raw,27.5,86.7,135.0,150.0,100.0
Wyatt Burnett,M,Wraps,,123.47,204.12,256.28,147.42
Bonnie Cromwell,F,Single-ply,48.0,58.85,102.5,120.0,55.0
Michael Olsen,M,Raw,20.5,102.0,195.0,210.0,115.0
Marie-Odile Cavin,F,Raw,34.5,61.19,100.0,142.5,72.5
Tyler Carpenter,M,Wraps,19.0,90.36,197.5,230.0,115.0
Aaron Baxter,M,Wraps,28.0,109.6,250.0,267.5,167.5
Samantha Jackson,F,Raw,32.0,115.55,110.0,135.0,72.5
Julius Lim,M,Raw,20.5,58.8,155.0,185.0,105.0
Ryan DeFea,M,Raw,26.5,119.0,215.0,275.0,117.5
Joslyn Solomon,F,Raw,33.5,71.94,115.0,147.5,60.0
Monet Bland,F,Single-ply,22.5,81.8,210.0,180.0,90.0
Mathilde Bouchez,F,Raw,,50.0,52.5,110.0,35.0
Jerri Lamar,F,Raw,27.5,56.6,100.0,107.5,52.5
Tyron Senituli,M,Raw,23.5,149.12,325.0,332.5,232.5
Kim Roland,F,Raw,43.0,65.86,117.5,150.0,70.0
Alexander Meyers,M,Raw,24.5,104.4,227.5,272.5,160.0
Thomas Pheil,M,Wraps,54.0,108.0,237.5,260.0,122.5
Julia Sweet,F,Raw,47.0,88.4,125.0,132.5,82.5
Steve Mar,M,Raw,30.0,70.9,200.0,220.0,125.0
Alexis Kerangoarec,M,Raw,14.5,70.01,77.5,110.0,60.0
Daniel Baez,M,Single-ply,18.5,59.0,167.5,165.0,102.5
Maxim Schutan,M,Single-ply,21.5,92.69,297.5,240.0,197.5
Maria Loffredo,F,Raw,27.0,64.8,72.5,110.0,45.0
Jeromy Bryu,M,Wraps,21.0,89.2,227.5,242.5,147.5
Dillon Gitz,M,Single-ply,17.5,74.3,205.0,227.5,117.5
Emily Goudeau,F,Wraps,38.0,74.25,75.0,110.0,55.0
Tyler Small,M,Wraps,22.0,87.4,245.0,235.0,170.0
Isabel Maldonado,F,Single-ply,25.5,59.82,197.5,195.0,112.5
Carrie Grissinger,F,Wraps,38.0,74.75,205.0,222.5,100.0
Corie McLaughlin,F,Raw,28.5,83.2,145.0,167.5,80.0
Kimberly Roberts,F,Raw,46.5,49.8,75.0,92.5,45.0
Kazumi Tachibana,F,Single-ply,44.5,59.52,132.5,137.5,77.5
Loureene Kelly,F,Wraps,33.0,86.8,125.0,170.0,80.0
Mirka Valo,F,Raw,18.5,75.15,100.0,167.5,67.5
Ross Haney,M,Wraps,25.0,89.72,200.0,257.5,125.0
Mike Greeno,M,Multi-ply,32.0,100.0,235.0,240.0,160.0
Jose Garcia,M,Raw,35.0,88.1,205.0,232.5,125.0
Andrew Zook,M,Raw,32.0,86.41,190.0,235.0,160.0
Ryan Jabalee,M,Raw,28.0,109.4,280.0,300.0,180.0
Bryan Schaeffer,M,Wraps,33.5,89.86,188.24,244.94,115.67
Molly O'Rourke,F,Raw,28.0,99.56,175.0,197.5,112.5
Jayden Vap,M,Raw,15.0,126.3,217.5,202.5,142.5
Stéphanie Legard,F,Raw,34.0,46.3,120.0,130.0,65.0
Jake Brown,M,Wraps,31.0,98.2,262.5,262.5,170.0
Inna Filimonova,F,Single-ply,20.5,51.55,182.5,160.0,102.5
Enkhbold Khuder,M,Raw,31.5,104.64,310.0,270.0,195.0
Daniel Ramirez,M,Raw,17.0,83.46,117.5,160.0,85.0
Erin Kirby,F,Raw,34.5,106.5,130.0,145.0,62.5
Arthur Ainsworth,M,Wraps,29.0,139.1,287.5,285.0,190.0
Lee Nieto,M,Raw,32.5,148.2,245.0,227.5,165.0
Ben Gallaher,M,Wraps,30.0,121.2,240.0,237.5,162.5
Josh Rayson,M,Wraps,17.0,98.0,205.0,230.0,130.0
Erika Elmblad,F,Wraps,28.0,104.2,172.5,180.0,80.0
John Sankel,M,Wraps,32.0,75.0,147.5,182.5,87.5
Jeris Hall,M,Raw,35.0,107.6,270.0,287.5,195.0
Jorge Reyes,M,Wraps,28.0,94.3,242.5,240.0,157.5
Robert McCullagh,M,Raw,68.0,122.4,175.0,170.0,125.0
R.J. Tanner,M,Wraps,28.0,98.2,226.8,219.99,170.1
Dan Mason,M,Raw,28.0,89.15,162.5,210.0,105.0
Arthur McCann,M,Wraps,58.0,88.0,122.47,204.12,99.79
Erica Schwendemann,F,Raw,22.5,69.9,107.5,122.5,55.0
Tee Cummins,M,Wraps,23.0,99.79,384.83,327.49,195.0
Gabrielle Liverpool,F,Raw,26.5,68.8,117.5,142.5,50.0
Jessica Hebert,F,Raw,25.5,81.5,90.0,120.0,55.0
Katie Carroll,F,Wraps,24.0,55.34,92.5,137.5,65.0
James Landry,M,Raw,23.5,79.7,202.5,230.0,130.0
Sarah Parker,F,Raw,24.0,82.1,145.0,180.0,80.0
Jennifer Le,F,Raw,20.0,66.4,95.0,137.5,52.5
Sion Hughes,M,Raw,21.5,90.8,275.0,277.5,160.0
Kodi Dangerfield,M,Single-ply,17.5,87.85,272.5,277.5,200.0
Shawn Gallagher,M,Raw,26.0,89.99,200.0,232.5,137.5
Emily Power,F,Raw,22.0,58.47,100.0,140.0,70.0
Ray Birch,M,Single-ply,60.0,89.6,185.0,215.0,110.0
Megan Boley,F,Raw,28.0,69.2,67.5,85.0,47.5
Cole Barton,M,Raw,26.0,81.7,245.0,252.5,182.5
Alicia Burns,F,Wraps,43.0,66.6,102.5,132.5,62.5
Artem Bespalov,M,Wraps,,82.1,260.0,245.0,120.0
Bethany Skroch,F,Single-ply,15.5,105.0,167.5,137.5,62.5
Nicholas O'Brien,M,Raw,25.0,82.5,182.5,180.0,130.0
Jason Julian,M,Wraps,55.0,109.7,220.0,222.5,160.0
Charles Krause Sr,M,Raw,58.0,130.5,175.0,205.0,127.5
Demetrius Klein,M,Multi-ply,54.0,87.32,255.0,205.0,165.0
Jermaine Jackson,M,Wraps,33.0,108.9,225.0,272.5,187.5
Maria Lindberg,F,Single-ply,38.5,56.2,170.0,170.0,102.5
Cara Senn,F,Single-ply,16.5,44.0,80.0,85.0,32.5
Nicole Rodriguez,F,Raw,26.0,75.8,90.0,120.0,52.5
Sarah Runkle,F,Raw,31.0,57.3,87.5,115.0,55.0
Michael Moussa,M,Raw,,95.93,222.5,215.0,125.0
Kevin Meyer,M,Raw,29.0,89.8,170.0,200.0,112.5
Nicholas Lopez,M,Raw,15.5,86.2,95.0,115.0,45.0
Bartlomiej Kiersikowski,M,Raw,17.5,73.2,190.0,227.5,120.0
Brittany Bennett,F,Raw,26.0,54.2,80.0,87.5,45.0
Kristen Bateman,F,Raw,17.5,70.05,107.5,115.0,45.0
Adam Stephens,M,Wraps,24.0,169.92,265.0,320.0,170.0
Omar Pacheco,M,Wraps,43.0,98.8,245.0,242.5,152.5
Josue Sanchez,M,Raw,26.0,73.2,150.0,205.0,110.0
Desmond Rayford,M,Wraps,30.0,96.2,135.0,155.0,140.0
Devon Chorley,M,Raw,24.5,81.95,195.0,225.0,120.0
Kailash Raja,M,Raw,18.5,66.8,112.5,145.0,95.0
Thomas McDonald,M,Raw,38.0,99.4,177.5,202.5,145.0
Vang James,M,Single-ply,24.5,66.0,275.0,265.0,177.5
Graham Barlow,M,Raw,22.5,96.0,225.0,292.5,177.5
Jaymi Morris,F,Wraps,23.0,81.6,180.0,192.5,97.5
Michael Basile,M,Raw,16.0,64.64,137.5,170.0,90.0
Edward Porter,M,Wraps,31.0,88.4,185.0,217.5,117.5
Zane Ginter,M,Raw,25.0,86.2,172.5,197.5,120.0
Chris Pereira,M,Raw,20.0,88.99,249.48,254.01,165.56
Hannah Slater,F,Raw,17.5,62.0,122.5,135.0,60.0
Ethan Ellis,M,Wraps,25.0,96.6,190.0,210.0,140.0
